GeneID	RT	ST	LF	BU	FL	FR1	FR2	FR3	FR4	FR5	FRB	FRB3	FRB5	FRB7
Capana10g002114	19.302183	12.857082	18.518349	11.88064	16.858597	18.107166	20.758587	21.050262	18.851971	19.371359	18.386969	21.855707	16.574512	15.835135
Capana10g002115	22.018108	5.179835	10.530112	25.762741	12.136575	44.087513	33.423573	25.872643	24.398388	6.677464	3.112568	4.300912	3.964437	1.740051
Capana10g002118	10.611326	12.698512	11.177537	11.341298	7.888402	11.82624	20.80055	25.800297	21.364498	13.261515	12.687519	11.902617	5.502429	12.421012
Capana10g002119	7.280097	10.436693	16.457869	3.514934	3.762691	10.930184	11.976083	12.82578	11.698565	14.404175	9.064925	12.734566	7.834757	13.59054
Capana10g002116	4.592848	6.673168	8.848249	1.155211	1.832782	4.713827	3.692199	8.005616	8.665972	5.557511	5.505023	4.476562	10.21424	10.998217
Capana10g002117	10.02607	32.456848	44.88089	9.193437	10.286942	15.173325	21.179441	17.939608	16.647636	17.231882	18.366781	35.123928	19.881985	35.536674
Capana10g002120	4.110227	1.647233	1.997244	3.035066	1.160279	1.512709	2.943679	3.175834	3.964574	2.458363	4.155808	1.675169	1.074749	1.392861
Capana10g002121	39.201721	15.77748	6.809918	2.826253	4.398393	8.052848	14.000583	7.694448	10.780421	4.21031	5.026884	6.549763	5.075101	5.659432
Capana10g002122	1275.713623	1300.864502	929.073853	385.882874	649.039001	948.435303	956.471985	991.61145	1081.216553	551.670654	328.360565	377.341858	330.30661	278.378418
Capana10g002123	165.102448	140.306458	217.406891	114.25309	98.646889	119.277046	132.621078	149.103256	155.696091	113.532722	119.139801	191.989304	117.138161	170.247772
Capana10g002124	420.214325	563.024048	502.981415	55.666035	101.737282	340.16745	292.451141	149.980347	151.63591	14.546339	15.383554	47.818871	31.632301	35.482101
Capana10g002125	178.253113	299.592865	142.991943	123.890526	124.021431	266.980957	306.156403	171.250381	327.710663	63.497982	54.217228	36.461483	43.630898	40.870678
Capana10g002127	0.188431	0	0.140638	0.825521	0.236538	0.68539	0.773753	0.223444	0.533971	0.568318	0.197382	0.114383	0.083291	0.102298
Capana10g002126	10.366576	7.186323	10.494855	41.840332	15.040516	10.614427	13.982932	13.958021	12.501729	18.821428	9.803388	17.166473	8.251311	13.163629
Capana10g002128	74.097572	44.762119	47.303482	45.617744	22.248901	51.747295	70.099892	61.171627	66.534302	61.747421	40.638954	58.063896	40.941936	63.866623
Capana10g002129	60.020126	87.012466	74.384254	63.210358	32.902367	65.53688	69.986671	85.607796	76.934998	61.120216	51.382931	60.364727	68.463997	102.379265
Capana10g002130	103.068855	181.303543	68.700516	23.564541	36.472046	56.84034	88.138817	73.973892	91.181694	31.42774	17.578781	22.987257	9.405147	8.354387
Capana10g002131	14.237352	5.304643	5.022025	9.014665	14.579458	13.323527	11.494751	12.456234	12.491412	20.448517	11.988279	14.386861	8.889297	9.942517
Capana10g002132	1.150214	15.162405	37.716179	5.736233	5.781624	15.905206	10.96594	6.385959	6.021778	6.260486	7.357125	42.877819	5.987444	7.753882
Capana10g002135	26.369278	21.398411	13.515366	31.439034	59.62447	16.757845	12.327213	13.303047	15.756417	7.760959	8.738496	16.276915	11.891341	13.199826
Capana10g002133	55.428562	36.61179	38.224575	21.476212	20.054499	42.771408	38.605225	47.96682	42.099781	30.284477	31.582169	39.878635	42.294525	42.52829
Capana10g002136	7.455893	12.849298	16.341473	3.672632	6.340518	12.4099	10.263772	11.097153	10.135095	4.686999	3.872098	11.453796	5.04106	6.503542
Capana10g002137	47.008484	81.660919	29.69623	22.159254	19.986212	54.75938	159.38002	53.459064	92.456421	30.146009	30.424721	48.935619	12.83863	24.610762
Capana10g002139	14.820762	20.473173	15.888366	29.614502	14.274081	32.10223	40.434551	14.794046	25.827545	13.415474	8.759436	4.375036	1.026913	0.8042
Capana10g002138	45.581234	47.381611	50.772621	23.540016	20.672718	91.280838	81.201889	62.735577	68.967903	46.311005	36.48188	33.7402	32.806007	38.698895
Capana10g002141	20.188112	34.896698	32.984612	40.11467	21.407425	13.670985	16.081268	15.804796	18.82155	10.552086	10.49593	8.383232	6.094815	11.793481
Capana10g002142	4.299689	5.857117	0	0	4.830101	0.741265	0.430254	0.457125	1.223249	1.48858	0.473419	0.638668	0.443548	0.125938
Capana10g002143	8.673655	14.747254	6.35916	9.63062	63.596466	7.331674	1.551298	0.630518	4.206495	4.482851	1.681607	2.439997	0.447758	0.455215
CaZunla-1_MYB.Chr10.15	13.158215	21.585785	8.384543	2.385011	3.401039	9.369887	10.248722	7.469604	4.61877	2.371912	3.44789	8.095674	2.03442	4.665381
Capana10g002144	44.856499	15.077963	24.362335	21.511263	21.235201	21.303446	20.610714	26.466808	25.908808	16.682817	12.256382	30.964622	22.520138	26.894499
Capana10g002148	263.559692	88.884422	58.58939	422.264496	237.601532	307.369751	392.088074	160.35379	242.136566	170.525101	74.976135	40.646568	7.314131	9.630534
CaZunla-1_MYB.Chr10.16	6.878442	28.30335	25.463751	16.4263	4.706208	6.596105	1.809332	3.804775	3.138675	1.240164	0.382937	0.931745	11.692695	5.154925
Capana10g002150	76.879784	80.859329	71.097198	37.002495	67.212852	62.051701	56.685474	58.512577	63.297043	24.327654	22.300251	59.153599	60.31736	73.717018
Capana10g002154	0.288704	0.473619	1.013333	84.118752	52.668583	2.924448	2.654536	2.163001	3.631198	2.857106	5.327614	24.223303	5.349121	9.019818
Capana10g002155	0.382395	1.109583	7.528804	24.355709	39.407589	91.260666	102.589226	23.903259	67.539116	4.123969	0.407348	0.643667	0.234421	0.457768
Capana10g002161	0	21.625212	7.695853	0.989901	2.249443	0.208559	0.375663	8.059897	5.597362	39.096367	53.256794	61.658253	0.126771	2.399997
Capana10g002163	16.735506	48.651237	34.921535	364.691467	389.816742	33.147053	72.650276	51.492886	34.758789	7.164571	4.358891	4.989791	0.333371	0.263906
Capana10g002164	32.554409	34.130135	28.284121	79.958206	56.877293	41.12249	41.391319	38.570271	44.743813	35.630955	22.123095	29.354559	23.63261	27.078714
Capana10g002165	2.592623	1.702065	4.029784	1.319085	0	5.597867	2.544045	2.414724	3.386395	2.99863	1.237396	2.152606	1.999714	4.037398
Capana10g002167	8.479791	198.527008	333.180603	828.79834	268.714142	4349.94043	2188.60083	913.365295	943.838257	28.217859	4.078094	4.743783	6.885903	4.805892
Capana10g002169	1.062992	0	0	8.239546	3.32765	3.481254	1.623644	3.673191	4.235206	10.290931	2.718271	0.90972	0	0
Capana10g002170	0	0	0	44.374363	15.990702	0	0	0	0.134745	0	0	0.154193	0.073915	0.218193
Capana10g002168	92.273354	104.275658	68.40905	16.451464	41.864063	37.288792	44.893818	69.875084	63.186619	56.415009	86.56179	116.250412	163.223633	133.93634
Capana10g002173	19.192694	22.3755	15.859122	8.719962	10.138933	14.169975	13.104774	17.580936	17.526323	9.914708	6.754536	10.822145	5.136899	13.204091
Capana10g002172	133.921066	90.158478	39.558453	37.278156	63.245285	62.924793	67.076263	57.284267	64.490158	19.454884	16.605301	27.442276	25.836409	38.851856
Capana10g002175	2.694048	16.016161	13.35282	5.393708	9.517223	20.927641	8.813374	11.912047	11.716581	3.71898	5.319014	20.20096	30.884693	38.692398
Capana10g002176	15.222268	15.225818	18.395861	7.895778	13.511961	17.812613	17.088379	13.642025	17.905853	7.890584	7.413699	11.205366	14.084155	13.688722
Capana10g002177	59.563557	60.406128	89.882156	38.702885	37.53569	40.910908	56.801529	60.616848	61.314796	38.437355	32.576515	44.402657	58.625591	56.365372
Capana10g002178	65.376869	34.336067	33.591885	43.64082	46.625916	56.640129	52.980244	54.993805	43.618252	34.576862	34.147228	53.956215	35.991222	32.864101
Capana10g002183	101.900833	86.231293	102.187233	201.378891	61.782784	36.092083	76.945244	81.108192	93.31498	54.101437	52.232689	26.115431	46.795547	25.473057
Capana10g002185	7.06659	5.673365	11.269968	0.357729	2.551526	0.67053	0	1.993468	1.730641	1.39466	1.371008	1.005042	5.099326	1.616419
Capana10g002188	0.89667	0	1.551284	9.128266	1.271735	12.003163	26.397785	4.4027	21.82449	6.440032	9.464096	0.660825	0	0.135429
Capana10g002186	14.92363	11.558647	14.723059	10.136219	6.860779	13.661877	14.112744	13.070665	13.023665	12.206284	6.809258	8.96266	9.342286	11.39007
Capana10g002190	5.071466	8.051073	8.966401	5.275381	4.913378	9.099676	11.417969	5.783056	8.014784	2.615635	3.483661	3.647263	3.246991	4.758059
Capana10g002191	6.140512	9.919859	4.538008	2.04427	3.937506	3.491878	4.772625	2.635603	4.158505	1.655695	0.501102	1.247561	2.293844	3.648092
Capana10g002189	2.383059	7.273049	2.055403	1.215368	0.553707	4.274974	1.962595	16.373791	7.017426	8.627466	24.630306	102.50103	133.39624	278.96344
Capana10g002192	87.705635	146.480637	145.845352	41.354549	51.869892	108.116249	87.257423	101.272865	106.032959	43.459423	55.336754	194.46434	98.250343	136.188034
Capana10g002197	1.065347	3.479855	9.597283	0.984252	1.033667	3.970359	3.85156	2.8093	3.272605	1.809517	0.486167	5.521957	0.664079	0.905774
Capana10g002196	172.935516	110.911461	73.281456	784.207947	415.752563	56.321995	91.075218	100.305222	92.080338	51.257057	42.715015	85.725998	36.383495	30.21229
Capana10g002199	84.810371	51.808231	29.72846	10.972799	22.539526	54.917171	67.359169	73.369331	73.984528	44.978027	47.525101	53.888802	40.143131	50.293118
Capana10g002200	9.155723	6.163199	5.863363	2.117439	1.181249	2.61053	5.653316	4.439065	6.059466	3.685664	4.56986	5.50016	1.847406	11.7093
Capana10g002202	162.973602	402.79895	300.155121	22.549629	75.565079	227.76944	217.92952	209.761673	322.499176	53.466351	37.130482	83.989525	23.301739	41.821644
Capana10g002204	0.179836	0.428617	0	0	0	0.594348	0	0	0	0	0	0.608801	0.655121	0.207056
Capana10g002203	33.719803	31.114248	34.043938	59.468296	31.000481	27.434206	30.875399	27.083317	26.391619	31.498623	29.814226	29.213257	33.783188	28.940575
Capana10g002205	52.455322	66.009857	30.063116	43.262547	38.044418	55.895485	73.772186	58.468834	70.438164	58.665962	59.964283	35.451054	40.432018	32.698948
Capana10g002208	0	0	0	19.79718	6.220205	0	0	0.605536	0.462223	22.435667	29.819208	10.711082	2.176274	1.641715
Capana10g002206	7.868287	2.938111	2.174432	9.178373	1.449864	0	0	0	0.397595	57.865044	83.590637	25.084892	44.208088	16.843
Capana10g002210	1.699564	1.021771	0.754699	0.670022	0.590745	1.03185	0.897644	0.989583	1.515417	0.649805	0.396633	0.647743	0.505222	0.717774
Capana10g002213	1.889106	1.758842	4.576259	0	1.273684	2.728263	1.986895	2.631037	2.685294	2.697175	1.61918	0.988585	1.911614	3.569718
Capana10g002214	2.216274	19.071987	20.668667	2.183926	3.983912	15.107572	11.991081	16.476316	15.274137	7.502554	10.138386	32.651253	3.456912	8.412795
Capana10g002215	55.961868	36.233753	40.231598	8.456177	10.52726	24.667503	19.514151	25.726965	26.956497	12.359184	12.105961	16.141247	15.851518	22.452629
Capana10g002217	77.220345	15.996731	7.617324	77.217369	40.764484	23.044529	50.418343	23.815313	25.807785	39.262417	41.912338	32.632988	59.649548	120.172264
Capana10g002219	3.166728	0	0	0.810853	0.574177	0.514233	0	0	0	0	0	0	0.263071	1.000408
Capana10g002221	60.59412	11.395058	10.522884	22.430426	4.414381	8.449507	3.285139	0.623217	0.674167	6.456185	6.346778	3.378597	1.264927	3.48957
Capana10g002220	6.644426	5.245154	9.83317	0.70043	3.002629	5.146056	4.786298	9.321059	7.405719	3.78461	4.135271	4.546291	2.939131	6.755731
Capana10g002222	3.501535	6.190992	6.404174	1.146913	0.728327	10.047194	11.374655	12.65522	10.300464	8.450173	5.38618	5.244682	4.208048	5.373237
Capana10g002223	25.761177	20.441509	18.335379	8.844939	13.238811	19.819897	25.501381	30.966984	26.787815	17.743715	13.311816	28.295132	14.240561	31.238199
Capana10g002225	8.57065	12.671898	8.908398	5.641625	5.859143	10.22427	8.484496	7.2453	9.193116	5.576583	5.3797	5.965373	7.456577	8.431787
Capana10g002226	36.489704	34.13166	15.228207	14.43127	22.258512	17.697643	20.700869	21.017603	26.268816	11.319642	13.062311	16.609064	18.456993	22.632643
Capana10g002228	1.052122	1.574734	2.884943	0	0	0.601791	1.358603	2.35227	2.183895	0.863177	1.363808	1.252949	0.724415	2.119878
Capana10g002227	40.648853	122.548676	21.560347	34.280163	15.557238	68.992043	65.694038	101.072357	104.853294	21.133888	21.292389	123.311462	223.2742	174.657227
Capana10g002229	0.868636	0	0	16.446203	7.015254	0	0	0	0	0	0.808714	87.537544	6691.699219	6757.894531
Capana10g002230	7.934125	4.391437	5.378838	6.908152	7.515116	4.784107	6.975795	3.854895	7.226186	4.618474	4.10021	7.144053	3.723432	3.976638
Capana10g002231	278.164337	158.989609	175.865875	74.54615	96.564873	299.145325	353.635437	638.874207	448.698669	239.853836	303.173706	492.605103	378.614532	382.631042
Capana10g002232	29.659235	41.771404	34.408489	10.075389	10.300441	20.965118	27.456942	26.562267	27.54797	15.927539	15.631943	21.497622	17.513927	20.698881
Capana10g002234	4.636828	4.649763	2.004444	1.162266	0.616315	2.980602	6.201884	6.116151	4.849137	4.166523	1.848207	5.545166	2.193609	5.786558
Capana10g002235	11.285161	9.175819	9.900285	12.570864	5.304538	7.791664	11.005197	9.542121	9.534475	8.954404	8.215068	10.931381	14.712184	17.276638
Capana10g002236	0	0	0	0	0.173099	0	0	0.867809	0.334268	14.423184	4.536682	1.417234	1.290236	0.746444
Capana10g002237	0	0.60969	1.626646	538.479736	605.287903	0.298105	0.650684	0.914788	0	0.750605	0.519503	0.63105	0.394607	0
Capana10g002238	10.128939	5.935583	2.709217	15.695564	13.863273	3.422201	6.250814	3.477873	3.675669	6.791259	1.403628	5.616939	3.512305	8.727763
Capana10g002239	0.386241	1.329272	2.15836	0.447658	0	1.023112	0	0.212308	0.218445	0.185154	0.209311	1.188397	0.267943	0.289808
Capana10g002240	4.890144	18.322851	82.038704	1.60352	4.914213	0.427961	3.0604	1.673442	0.53291	0.653145	1.616966	0.73795	1.927317	1.01911
Capana10g002242	13.560085	8.916821	5.345207	6.778848	4.95077	14.596119	14.618361	9.098233	13.162159	15.737581	12.911372	7.098927	5.282706	2.785159
Capana10g002243	95.962128	30.714388	23.187176	48.312237	30.690638	23.13225	43.772167	30.110748	31.838194	24.379807	18.306488	12.653781	9.086623	10.585563
Capana10g002245	159.098526	113.709686	75.80381	15.365717	25.827526	139.626907	125.242691	109.113327	120.929398	44.425701	38.226105	46.81332	38.565331	52.102116
Capana10g002246	26.038485	34.823254	40.268814	19.901386	26.381626	5.841408	5.483564	7.450632	8.822923	4.906605	6.869055	16.564003	9.686803	25.752855
Capana10g002248	77.33181	171.748795	182.723099	34.092567	49.196117	8.515374	42.1852	2.391629	20.421457	0	0.414081	3.372653	0.642013	2.009824
Capana10g002247	4.856426	8.523688	13.590615	5.794623	4.871542	5.873682	7.301484	9.338013	8.958997	5.003397	6.900616	24.42869	8.551911	15.020418
Capana10g002249	420.294891	410.303528	286.821472	136.1185	124.77562	261.441772	299.233154	322.897217	284.449249	174.888443	324.943848	276.88269	253.541458	255.614182
Capana10g002253	10.080174	15.097759	48.702522	10.047044	38.09164	0.237732	0.757272	2.217132	0.430829	0.117423	1.401266	0	0	0.18396
Capana10g002250	126.506538	144.619598	149.912643	97.505005	75.088699	117.554794	145.598999	157.099609	160.84462	71.950592	69.464745	86.315323	78.043732	120.67498
Capana10g002251	0	0	0.321659	1.33955	4.580442	0.530965	0	0	0.122773	0.370178	0.663865	0.293152	2.008126	0.761333
Capana10g002254	15.597678	2.448182	7.394595	20.573519	4.520783	8.470813	9.436482	11.498889	5.549492	4.800603	6.478919	9.859017	5.817071	5.161613
Capana10g002255	7.85401	8.706916	7.510273	16.37244	6.637944	6.326814	7.575996	6.799695	5.787307	5.303661	4.113418	6.776222	4.799555	7.6702
Capana10g002256	2.656017	1.446558	5.44099	2.376076	1.548836	10.271969	4.165421	3.295591	4.886723	2.436424	1.532808	1.976561	0.904053	3.03031
Capana10g002257	5.33214	7.339785	3.973014	0.619686	3.174324	5.439081	7.530499	4.240318	5.911464	2.149082	0.733749	2.975071	2.802211	3.220744
Capana10g002258	843.11322	1468.387329	1998.530884	733.319214	1394.359985	760.653137	822.420959	665.47998	904.772522	202.749924	219.259979	340.911926	354.51239	326.877533
Capana10g002260	6.295012	2.291384	1.067614	0.328615	1.838334	0.182019	0.671683	5.845857	2.128106	2.534198	3.482199	10.547487	28.078253	55.647785
Capana10g002262	0.418441	0	0	0.304069	0.172664	0	0	0	0	0	0.360202	0	0.359099	0.119141
Capana10g002263	237.702179	145.591492	159.376404	31.430418	41.511654	84.754936	177.195724	28.501318	56.309303	14.558653	4.580863	12.999165	4.319506	2.319784
Capana10g002264	0	0	0	0	0	0	0	0	0	0.307814	0	0	0.203072	0
Capana10g002261	60.331406	37.83654	46.088634	93.240562	178.620361	21.981926	24.429399	12.636488	17.325478	8.468953	9.276423	4.657395	28.867935	18.291367
Capana10g002265	6.872216	8.773396	3.64561	2.665613	6.835717	6.725417	0.398277	0.288637	1.095742	2.288769	1.108974	0.542688	0.613026	0.437975
Capana10g002266	19.626242	2.652962	0.212577	0.230057	4.711523	0.720371	0.525671	1.034655	0.818766	0.406212	0.311026	0.852064	0.69164	0.495615
Capana10g002267	15.636241	12.794364	8.588694	11.577351	9.848042	11.904298	14.77572	12.056027	13.744551	13.273955	11.770709	11.84755	11.777497	11.869955
Capana10g002276	41.853355	39.925392	55.593712	15.885999	23.194691	43.690712	47.331463	59.21804	52.715191	25.841246	31.788216	57.450161	41.342541	61.442814
Capana10g002277	20.976353	9.288075	4.285651	3.47697	6.168527	11.000785	6.980564	7.037024	10.110394	5.276908	3.841856	5.820086	6.411281	9.952627
Capana10g002281	3.85024	11.381457	5.310934	5.716518	3.027655	7.220502	8.316788	2.8232	4.120877	0.612799	0.550756	0.470575	0.88064	0.725501
Capana10g002282	0.03127	0.39236	0.509974	0.24273	0.039253	2.643648	0.3194	0.563038	0.606408	0.133844	0	0.023248	0.041698	0.024979
Capana10g002288	0.352695	1.170638	0.993716	0.230939	0.200085	1.510362	0.331774	0.474008	0.489685	0.021048	0	0.137299	0.13612	0.567809
Capana10g002291	0	0.291399	0	0	0.115772	0	0	0	0.228243	0	0	0	0	0
Capana10g002292	0	0	0	0.469513	0	0.357378	0	0	0.203375	0	0	0	0	0
Capana10g002294	0	0	0	0.43995	0	0.483957	0	0	0.426145	0	0	0	0	0
Capana10g002293	0	0.845369	0.38432	1.887204	0.974416	1.192368	0.910483	0.591922	1.049111	0.65011	0	0	0.893565	0.633727
Capana10g002296	0.951842	0	0	0.39176	0	0.465821	0	0	0.477472	0.632972	0	0.90912	0.18184	0
Capana10g002297	2.066052	11.466144	6.320284	11.785137	8.764524	45.451778	39.246655	8.631868	29.914837	2.173993	0.382177	1.546436	0.243726	0.199911
Capana10g002301	105.044075	120.006027	28.73834	19.703077	34.653332	9.764038	13.861873	27.493622	14.630991	29.011581	27.614372	20.753815	316.163269	281.524445
Capana10g002303	35.749794	281.102203	8.15635	15.710265	7.886039	32.745129	48.164589	5.181643	11.767299	1.621482	0	0	0	0
Capana10g002302	30.416296	62.257614	35.958771	65.204956	24.465122	23.436758	38.756145	37.739201	34.096855	23.610962	16.625195	52.813889	42.996239	47.3377
Capana10g002304	61.841335	70.837479	2.890764	48.157959	27.454367	15.792499	16.21319	18.632582	20.968227	37.864296	40.77824	23.655256	45.464825	35.068569
Capana10g002308	0	0	0	18.281282	9.466002	0	0	0	0	0	0	0	0	0
Capana10g002307	16.871275	30.608049	13.544843	14.851769	14.691208	18.480911	23.614126	14.596784	17.885994	10.250669	9.486726	17.372887	12.571598	18.582939
Capana10g002312	0.357304	0.847031	0.303403	0	0.132496	1.060169	1.559852	0	0.42877	0.090358	0.060933	0	0.03941	0.202354
Capana10g002315	3.86821	1.024271	3.651521	2.271579	2.09193	3.512772	4.638784	6.064463	3.290016	1.922695	2.513341	3.105011	3.611799	2.085065
Capana10g002316	57.087498	49.306065	11.485518	7.834861	19.255583	21.109612	26.692173	23.75016	30.740511	10.512188	11.626908	36.9254	34.942471	36.965202
Capana10g002319	6.215772	6.137027	5.230005	12.846102	5.196962	7.866879	6.901354	8.006412	24.225243	5.270855	3.602235	1.787389	1.697831	2.167048
Capana10g002317	50.04961	41.084846	24.203077	15.668924	17.740053	38.445412	44.510578	46.784565	57.118916	41.612606	29.452784	49.865753	28.923763	53.025387
Capana10g002318	85.769249	74.938606	95.15683	22.73328	31.570753	50.461044	69.42836	99.529564	84.381668	57.527065	58.01577	73.588692	51.285763	86.134811
Capana10g002320	30.617336	26.896753	16.481823	21.620279	45.809097	28.826244	30.16321	60.670563	40.89584	14.922292	10.147398	37.174889	15.296482	26.09672
Capana10g002322	0.292623	0	0	0.531384	0	0	0	0.237104	0.25608	0	0	0.316801	0.755444	0
Capana10g002323	0.61572	0.243123	0.263824	0.279636	0	0.225861	0	0.661423	0	0.207338	0.606633	1.1848	1.268902	0.141019
Capana10g002325	0	0.488427	3.936823	0.169079	0.732951	0	0.283552	2.203678	0.118279	0.621332	0	1.147028	0.705063	0.932823
Capana10g002327	22.236038	25.13854	34.131565	43.207691	24.660492	22.944412	31.417101	20.6422	24.48831	21.359987	18.401957	13.430141	10.990299	10.273317
Capana10g002329	2.252953	3.861248	8.12604	30.848215	13.654187	5.485235	2.537411	3.517865	1.866287	1.503579	0.950656	1.16504	0	0.394005
Capana10g002331	3.462219	3.010403	3.699326	2.80549	2.865681	6.578304	7.786236	5.556349	6.177725	3.314806	3.51229	4.183856	5.609785	5.524245
Capana10g002333	4.118208	7.00222	5.655314	1.681519	2.785189	4.455067	5.810606	5.15221	6.008231	1.730288	1.768031	1.276747	1.371686	2.194563
Capana10g002332	25.05262	18.368048	26.156893	14.493763	15.436083	21.884838	21.043194	13.16962	17.582851	14.507949	15.265194	19.08382	26.592531	29.221003
Capana10g002334	15.782968	12.430984	11.107301	16.62639	8.922417	13.684459	10.684781	10.857049	9.420089	5.962425	6.503724	9.133473	8.012181	8.124839
Capana10g002335	3.149437	2.756954	1.208146	5.355131	1.284726	4.735991	1.007635	3.430657	4.325598	2.890932	1.68688	1.545929	3.063064	1.229773
Capana10g002336	0.670189	0	0.603573	31.433634	27.59436	0.26317	0	0	0.198908	0.888847	0.314039	0	0.508583	0.172471
Capana10g002339	2.64744	3.280474	3.707281	1.133702	1.970502	4.604857	2.974373	4.355764	4.731504	4.426952	2.077661	3.516342	4.507158	6.033995
Capana10g002340	64.846664	69.251732	74.374176	42.998283	60.780159	28.534904	36.633343	45.333504	41.730457	30.006588	29.535673	58.425503	51.440926	75.315277
Capana10g002342	7.55057	0	1.044635	17.04921	3.111083	7.080232	9.903978	5.34894	5.83696	12.277966	3.987637	2.164384	3.192177	1.571164
Capana10g002343	10.219601	5.456887	2.393099	1.394488	0.999235	2.951097	3.941651	2.320774	2.367444	0.443653	0.323169	0.349366	0	0.259851
Capana10g002344	4.786685	10.846326	35.552853	1.299777	7.494584	8.9807	7.217022	5.41222	6.078246	2.29052	2.219169	2.163696	8.064471	9.50322
Capana10g002346	3.589636	7.081819	9.204863	1.399615	4.382946	10.81917	10.004011	5.816795	8.546413	1.434291	1.370596	2.391308	4.462831	5.624421
Capana10g002350	38.822544	213.294876	213.8918	6.332471	45.836769	0.721629	13.579321	122.99041	37.540817	7.292025	45.846188	183.127136	60.781521	109.463615
Capana10g002352	0	0.444163	9.816379	25.637539	0.93222	0.662268	1.021883	0.872143	1.993432	0.643815	0	0	0.566019	0.164304
Capana10g002351	63.64991	65.454079	53.680904	175.757584	171.319626	70.54023	74.194878	84.224388	79.941765	52.294765	47.814861	63.923149	55.861034	62.679897
Capana10g002358	111.688812	91.406181	117.438225	34.904301	58.102154	47.890503	57.189987	50.797256	44.823387	25.801565	25.075251	27.916559	25.745207	40.291954
Capana10g002359	17.281733	8.759959	16.480722	37.969902	7.813375	2.404618	3.328129	8.751141	5.601776	29.258968	30.747671	7.345463	34.236767	16.781103
Capana10g002360	2.326161	0	6.944066	0	1.001337	152.110474	9.646033	1.144886	2.337528	2.689776	0.63836	0.439544	20.138683	19.544708
Capana10g002361	12.470274	12.014128	7.871003	49.29052	48.043186	10.023594	10.041759	4.092122	7.804779	7.683456	3.785199	4.852628	12.85053	15.971908
Capana10g002362	17.372999	17.20965	9.564423	17.89027	18.363274	20.912657	19.494318	23.686115	25.849163	15.177018	10.185785	13.755041	13.011495	17.984747
Capana10g002368	41.162628	54.255913	51.150974	15.37306	44.385162	38.253555	34.611263	33.185223	36.801182	19.091267	15.547987	14.037858	19.935535	34.832565
Capana10g002370	8.869339	22.61669	53.424339	18.255709	13.971384	62.423347	41.951836	23.188475	24.899488	10.736845	5.716302	4.858428	1.412572	2.873471
Capana10g002369	402.689423	174.448944	113.124092	195.558975	240.182098	162.519623	195.266373	289.635468	273.355591	150.563217	142.915604	314.758057	256.595398	358.969543
Capana10g002371	0.545752	0	1.150565	3.536167	0	0	0	0	0	2.291661	1.027217	0.363371	5.243553	4.00785
Capana10g002372	0	0	0	0	0	0	0	0	0	1.595036	4.45616	3.012558	0	0.190609
Capana10g002376	0.806544	0	0	1.059561	0	0	0	0.344345	0	38.586262	26.046692	7.628871	72.691284	35.325672
Capana10g002379	0.757435	6.121767	4.905974	1.962406	4.131437	60.629822	51.142262	11.672598	11.807181	1.23331	0.643108	0.475862	0.157271	0.141318
Capana10g002378	153.534424	105.709412	123.75602	139.715286	62.218899	185.437088	192.698837	270.093872	197.5923	164.022552	144.940903	227.558151	120.520515	199.594925
Capana10g002380	24.996248	48.155239	47.693081	6.585923	12.156583	34.108498	44.122002	37.933121	36.438259	19.311405	26.299694	24.792507	26.965801	39.388172
Capana10g002381	6.92011	7.021479	13.542191	8.334145	6.149212	9.656924	8.57778	5.951281	6.662559	3.953386	3.403909	0.869362	2.189005	1.935052
Capana10g002382	31.588449	12.987672	7.424948	0.893497	6.094762	0	0.756625	0.862415	1.3004	0.357259	0.356196	1.973172	0.511154	0.845018
Capana10g002384	8.503671	1.709079	3.110211	17.220167	0.737834	7.386163	11.508542	34.780807	27.728588	36.160961	9.488948	12.277512	0.868054	0.52196
Capana10g002383	12.597675	8.628905	9.371947	9.193862	7.229784	5.19072	7.826452	7.071704	7.638393	6.728836	5.858606	8.498116	10.048277	12.73186
Capana10g002385	43.457294	25.284658	17.128059	13.726305	18.802216	33.663471	33.811646	39.377571	40.249516	42.981129	27.135534	47.471527	26.786377	47.252037
Capana10g002387	0	0	0	0	0	0	0	0.144898	0	0.518546	7.655746	10.139407	222.927689	104.83445
Capana10g002390	29.019318	19.589724	17.742233	23.128683	11.409632	14.789564	23.648962	18.768925	17.263275	16.628883	15.975522	21.787815	11.684156	20.034208
Capana10g002391	2.593449	2.002761	4.539003	27.957993	15.534795	7.895642	9.08477	8.643531	18.018854	14.73304	6.950706	3.41591	1.275382	0.622395
Capana10g002393	58.825966	40.884285	26.111385	48.356728	37.80275	47.701225	37.985306	40.671703	42.024597	30.621511	30.640358	63.975239	47.923981	62.810066
Capana10g002389	0.298322	0.812697	2.646882	347.016724	65.18808	1.436129	0	11.340371	6.894611	261.33905	1020.786255	297.853058	2847.292725	1677.431763
Capana10g002398	0.031982	2.383902	2.546265	0.64122	2.139972	0.282223	0.731898	0	0.410559	0	0	0.194249	0.516559	0.396704
Capana10g002404	0.292967	0	0.201694	0	0	0	0	0.166701	0	0.162914	0	0.421958	0	0.675781
Capana10g002403	0.406892	0	0	0	0	0	0	0.736892	0	0.350747	0	0.26399	0.421005	1.005789
Capana10g002413	9.613256	11.951278	37.203308	0.659251	11.158684	0	1.415168	0	0	0	0	0	0	0
Capana10g002415	0	0	0	0	0	0	0	0	0	0.174636	0	0	0	0
